id_str (S),timestamp (S),sentiment (S),tweet_name (S),tweet_text (S),tweet_user_id (S)
721858450117029000,4/18/2016 0:30,"{""0"":{""Token"":{""``"":{""Lemma"":""``"",""CharacterOffsetBegin"":25,""PartOfSpeech"":""``"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":26,""Sentiment"":""Neutral""},""''"":{""Lemma"":""''"",""CharacterOffsetBegin"":61,""PartOfSpeech"":""''"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":62,""Sentiment"":""Neutral""},""RT"":{""Lemma"":""rt"",""CharacterOffsetBegin"":0,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":2,""Sentiment"":""Neutral""},""https:\/\/t.co\/FvNS1KysJE"":{""Lemma"":""https:\/\/t.co\/fvns1kysje"",""CharacterOffsetBegin"":87,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":110,""Sentiment"":""Neutral""},""Clinton"":{""Lemma"":""Clinton"",""CharacterOffsetBegin"":16,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""PERSON"",""CharacterOffsetEnd"":23,""Sentiment"":""Neutral""},""anything"":{""Lemma"":""anything"",""CharacterOffsetBegin"":53,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":61,""Sentiment"":""Neutral""},""the"":{""Lemma"":""the"",""CharacterOffsetBegin"":39,""PartOfSpeech"":""DT"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":42,""Sentiment"":""Neutral""},""Guns"":{""Lemma"":""gun"",""CharacterOffsetBegin"":26,""PartOfSpeech"":""NNS"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":30,""Sentiment"":""Neutral""},""https:\/\/t.co\/ADyXGbrxie"":{""Lemma"":""https:\/\/t.co\/adyxgbrxie"",""CharacterOffsetBegin"":63,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":86,""Sentiment"":""Neutral""},""not"":{""Lemma"":""not"",""CharacterOffsetBegin"":35,""PartOfSpeech"":""RB"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":38,""Sentiment"":""Negative""},""answer"":{""Lemma"":""answer"",""CharacterOffsetBegin"":43,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":49,""Sentiment"":""Neutral""},""are"":{""Lemma"":""be"",""CharacterOffsetBegin"":31,""PartOfSpeech"":""VBP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":34,""Sentiment"":""Neutral""},"":"":{""Lemma"":"":"",""CharacterOffsetBegin"":23,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":24,""Sentiment"":""Neutral""},""to"":{""Lemma"":""to"",""CharacterOffsetBegin"":50,""PartOfSpeech"":""TO"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":52,""Sentiment"":""Neutral""},""@dcexaminer"":{""Lemma"":""@dcexaminer"",""CharacterOffsetBegin"":3,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":14,""Sentiment"":""Neutral""}},""Dependency"":{""nmod_preposition"":{""dev"":""anything"",""gov"":""answer""},""copula"":{""dev"":""are"",""gov"":""answer""},""root"":{""dev"":""@dcexaminer"",""gov"":""""},""case marker"":{""dev"":""to"",""gov"":""anything""},""nominal subject"":{""dev"":""Guns"",""gov"":""answer""},""determiner"":{""dev"":""the"",""gov"":""answer""},""parataxis"":{""dev"":""answer"",""gov"":""Clinton""},""compound modifier"":{""dev"":""https:\/\/t.co\/ADyXGbrxie"",""gov"":""https:\/\/t.co\/FvNS1KysJE""},""dependent"":{""dev"":""https:\/\/t.co\/FvNS1KysJE"",""gov"":""@dcexaminer""},""negation modifier"":{""dev"":""not"",""gov"":""answer""}}},""Sentiment"":-1}",Dale W in Indy ♤,"RT @dcexaminer: Clinton: ""Guns are not the answer to anything"" https://t.co/ADyXGbrxie https://t.co/FvNS1KysJE",5kidsaremine
721858121337929000,4/18/2016 0:29,"{""0"":{""Token"":{""`"":{""Lemma"":""`"",""CharacterOffsetBegin"":70,""PartOfSpeech"":""``"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":71,""Sentiment"":""Neutral""},""think"":{""Lemma"":""think"",""CharacterOffsetBegin"":22,""PartOfSpeech"":""VBP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":27,""Sentiment"":""Neutral""},""RT"":{""Lemma"":""rt"",""CharacterOffsetBegin"":0,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":2,""Sentiment"":""Neutral""},""be"":{""Lemma"":""be"",""CharacterOffsetBegin"":39,""PartOfSpeech"":""VB"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":41,""Sentiment"":""Neutral""},""in"":{""Lemma"":""in"",""CharacterOffsetBegin"":93,""PartOfSpeech"":""IN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":95,""Sentiment"":""Neutral""},""'"":{""Lemma"":""'"",""CharacterOffsetBegin"":91,""PartOfSpeech"":""''"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":92,""Sentiment"":""Neutral""},""for"":{""Lemma"":""for"",""CharacterOffsetBegin"":66,""PartOfSpeech"":""IN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":69,""Sentiment"":""Neutral""},""Sanders"":{""Lemma"":""Sanders"",""CharacterOffsetBegin"":53,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""PERSON"",""CharacterOffsetEnd"":60,""Sentiment"":""Neutral""},""handed"":{""Lemma"":""hand"",""CharacterOffsetBegin"":76,""PartOfSpeech"":""VBN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":82,""Sentiment"":""Neutral""},""approach"":{""Lemma"":""approach"",""CharacterOffsetBegin"":83,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":91,""Sentiment"":""Neutral""},""put"":{""Lemma"":""put"",""CharacterOffsetBegin"":42,""PartOfSpeech"":""VBN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":45,""Sentiment"":""Neutral""},""off"":{""Lemma"":""off"",""CharacterOffsetBegin"":46,""PartOfSpeech"":""RP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":49,""Sentiment"":""Negative""},""."":{""Lemma"":""."",""CharacterOffsetBegin"":112,""PartOfSpeech"":""."",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":113,""Sentiment"":""Neutral""},""@SalamMorcos"":{""Lemma"":""@salammorcos"",""CharacterOffsetBegin"":3,""PartOfSpeech"":""NNS"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":15,""Sentiment"":""Neutral""},""call"":{""Lemma"":""call"",""CharacterOffsetBegin"":61,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":65,""Sentiment"":""Neutral""},""Jews"":{""Lemma"":""Jews"",""CharacterOffsetBegin"":28,""PartOfSpeech"":""NNPS"",""NamedEntityTag"":""MISC"",""CharacterOffsetEnd"":32,""Sentiment"":""Neutral""},""would"":{""Lemma"":""would"",""CharacterOffsetBegin"":33,""PartOfSpeech"":""MD"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":38,""Sentiment"":""Neutral""},""even"":{""Lemma"":""even"",""CharacterOffsetBegin"":71,""PartOfSpeech"":""RB"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":75,""Sentiment"":""Neutral""},""by"":{""Lemma"":""by"",""CharacterOffsetBegin"":50,""PartOfSpeech"":""IN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":52,""Sentiment"":""Neutral""},"":"":{""Lemma"":"":"",""CharacterOffsetBegin"":15,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":16,""Sentiment"":""Neutral""},""Many"":{""Lemma"":""many"",""CharacterOffsetBegin"":17,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":21,""Sentiment"":""Neutral""},""Israel\/Palestine"":{""Lemma"":""Israel\/Palestine"",""CharacterOffsetBegin"":96,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":112,""Sentiment"":""Neutral""}},""Dependency"":{""case marker"":{""dev"":""in"",""gov"":""Israel\/Palestine""},""nominal subject"":{""dev"":""Many"",""gov"":""think""},""passive auxiliary"":{""dev"":""be"",""gov"":""put""},""clausal complement"":{""dev"":""put"",""gov"":""think""},""nmod_preposition"":{""dev"":""Israel\/Palestine"",""gov"":""approach""},""auxiliary"":{""dev"":""would"",""gov"":""put""},""phrasal verb particle"":{""dev"":""off"",""gov"":""put""},""root"":{""dev"":""@SalamMorcos"",""gov"":""""},""nominal passive subject"":{""dev"":""Jews"",""gov"":""put""},""adjectival modifier"":{""dev"":""handed"",""gov"":""approach""},""compound modifier"":{""dev"":""Sanders"",""gov"":""call""},""adverbial modifier"":{""dev"":""even"",""gov"":""handed""},""dependent"":{""dev"":""think"",""gov"":""@SalamMorcos""}}},""1"":{""Token"":{""'re"":{""Lemma"":""be"",""CharacterOffsetBegin"":118,""PartOfSpeech"":""VBP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":121,""Sentiment"":""Neutral""},""."":{""Lemma"":""."",""CharacterOffsetBegin"":127,""PartOfSpeech"":""."",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":128,""Sentiment"":""Neutral""},""They"":{""Lemma"":""they"",""CharacterOffsetBegin"":114,""PartOfSpeech"":""PRP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":118,""Sentiment"":""Neutral""},""wrong"":{""Lemma"":""wrong"",""CharacterOffsetBegin"":122,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":127,""Sentiment"":""Negative""}},""Dependency"":{""copula"":{""dev"":""'re"",""gov"":""wrong""},""root"":{""dev"":""wrong"",""gov"":""""},""nominal subject"":{""dev"":""They"",""gov"":""wrong""}}},""2"":{""Token"":{""jews"":{""Lemma"":""jew"",""CharacterOffsetBegin"":134,""PartOfSpeech"":""NNS"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":138,""Sentiment"":""Neutral""},""Many"":{""Lemma"":""many"",""CharacterOffsetBegin"":129,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":133,""Sentiment"":""Neutral""},""..."":{""Lemma"":""..."",""CharacterOffsetBegin"":138,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":139,""Sentiment"":""Neutral""}},""Dependency"":{""root"":{""dev"":""jews"",""gov"":""""},""adjectival modifier"":{""dev"":""Many"",""gov"":""jews""}}},""Sentiment"":0}",Christine DeCarlo,"RT @SalamMorcos: Many think Jews would be put off by Sanders call for 'even handed approach' in Israel/Palestine.
They're wrong.
Many jews…",RemyKyd
721858127159660000,4/18/2016 0:29,"{""0"":{""Token"":{""''"":{""Lemma"":""''"",""CharacterOffsetBegin"":109,""PartOfSpeech"":""''"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":110,""Sentiment"":""Neutral""},""a"":{""Lemma"":""a"",""CharacterOffsetBegin"":13,""PartOfSpeech"":""DT"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":14,""Sentiment"":""Neutral""},""respetar"":{""Lemma"":""respetar"",""CharacterOffsetBegin"":22,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":30,""Sentiment"":""Neutral""},""tras"":{""Lemma"":""tras"",""CharacterOffsetBegin"":40,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":44,""Sentiment"":""Neutral""},""precandidata"":{""Lemma"":""precandidata"",""CharacterOffsetBegin"":57,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":69,""Sentiment"":""Neutral""},""México"":{""Lemma"":""México"",""CharacterOffsetBegin"":15,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":21,""Sentiment"":""Neutral""},""derechos"":{""Lemma"":""derecho"",""CharacterOffsetBegin"":31,""PartOfSpeech"":""VBZ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":39,""Sentiment"":""Neutral""},""Clinton"":{""Lemma"":""Clinton"",""CharacterOffsetBegin"":0,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""PERSON"",""CharacterOffsetEnd"":7,""Sentiment"":""Neutral""},""urge"":{""Lemma"":""urge"",""CharacterOffsetBegin"":8,""PartOfSpeech"":""VB"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":12,""Sentiment"":""Neutral""},""https:\/\/t.co\/yMBg5ZYpnf"":{""Lemma"":""https:\/\/t.co\/ymbg5zypnf"",""CharacterOffsetBegin"":114,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":137,""Sentiment"":""Neutral""},""..."":{""Lemma"":""..."",""CharacterOffsetBegin"":110,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":113,""Sentiment"":""Neutral""},""los"":{""Lemma"":""los"",""CharacterOffsetBegin"":105,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":108,""Sentiment"":""Neutral""},""se"":{""Lemma"":""se"",""CharacterOffsetBegin"":80,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":82,""Sentiment"":""Neutral""},""por"":{""Lemma"":""por"",""CharacterOffsetBegin"":101,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":104,""Sentiment"":""Neutral""},""demócrata"":{""Lemma"":""demócrata"",""CharacterOffsetBegin"":70,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":79,""Sentiment"":""Neutral""},""La"":{""Lemma"":""La"",""CharacterOffsetBegin"":54,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":56,""Sentiment"":""Neutral""},""mostró"":{""Lemma"":""mostró"",""CharacterOffsetBegin"":83,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":89,""Sentiment"":""Neutral""},""preocupada"":{""Lemma"":""preocupada"",""CharacterOffsetBegin"":90,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":100,""Sentiment"":""Neutral""},"":"":{""Lemma"":"":"",""CharacterOffsetBegin"":52,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":53,""Sentiment"":""Neutral""},""tortura"":{""Lemma"":""tortura"",""CharacterOffsetBegin"":45,""PartOfSpeech"":""FW"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":52,""Sentiment"":""Neutral""}},""Dependency"":{""direct object"":{""dev"":""tortura"",""gov"":""derechos""},""root"":{""dev"":""Clinton"",""gov"":""""},""determiner"":{""dev"":""a"",""gov"":""respetar""},""nominal subject"":{""dev"":""respetar"",""gov"":""derechos""},""nominal modifier"":{""dev"":""La"",""gov"":""tortura""},""adjectival modifier"":{""dev"":""precandidata"",""gov"":""La""},""compound modifier"":{""dev"":""por"",""gov"":""los""},""dependent"":{""dev"":""https:\/\/t.co\/yMBg5ZYpnf"",""gov"":""los""},""clausal complement"":{""dev"":""derechos"",""gov"":""urge""}}},""Sentiment"":-1}",Humberto Pineda,"Clinton urge a México respetar derechos tras tortura: La precandidata demócrata se mostró preocupada por los ""... https://t.co/yMBg5ZYpnf",bethos_pinds
721858122118275000,4/18/2016 0:29,"{""0"":{""Token"":{""Mild-mannered"":{""Lemma"":""mild-mannered"",""CharacterOffsetBegin"":0,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":13,""Sentiment"":""Neutral""},""at"":{""Lemma"":""at"",""CharacterOffsetBegin"":45,""PartOfSpeech"":""IN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":47,""Sentiment"":""Neutral""},""Rome"":{""Lemma"":""Rome"",""CharacterOffsetBegin"":55,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""LOCATION"",""CharacterOffsetEnd"":59,""Sentiment"":""Neutral""},""stop"":{""Lemma"":""stop"",""CharacterOffsetBegin"":40,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":44,""Sentiment"":""Neutral""},""Sentinel"":{""Lemma"":""Sentinel"",""CharacterOffsetBegin"":60,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":68,""Sentiment"":""Neutral""},""makes"":{""Lemma"":""make"",""CharacterOffsetBegin"":21,""PartOfSpeech"":""VBZ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":26,""Sentiment"":""Neutral""},""Kasich"":{""Lemma"":""Kasich"",""CharacterOffsetBegin"":14,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""PERSON"",""CharacterOffsetEnd"":20,""Sentiment"":""Neutral""},""presidential"":{""Lemma"":""presidential"",""CharacterOffsetBegin"":27,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":39,""Sentiment"":""Neutral""},""https:\/\/t.co\/N1J4zolPTr"":{""Lemma"":""https:\/\/t.co\/n1j4zolptr"",""CharacterOffsetBegin"":69,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":92,""Sentiment"":""Neutral""},""MVCC"":{""Lemma"":""mvcc"",""CharacterOffsetBegin"":48,""PartOfSpeech"":""NN"",""NamedEntityTag"":""ORGANIZATION"",""CharacterOffsetEnd"":52,""Sentiment"":""Neutral""},""-"":{""Lemma"":""-"",""CharacterOffsetBegin"":53,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":54,""Sentiment"":""Neutral""}},""Dependency"":{""nmod_preposition"":{""dev"":""MVCC"",""gov"":""makes""},""direct object"":{""dev"":""stop"",""gov"":""makes""},""root"":{""dev"":""Kasich"",""gov"":""""},""case marker"":{""dev"":""at"",""gov"":""MVCC""},""adjectival modifier"":{""dev"":""presidential"",""gov"":""stop""},""compound modifier"":{""dev"":""Rome"",""gov"":""Sentinel""},""dependent"":{""dev"":""https:\/\/t.co\/N1J4zolPTr"",""gov"":""Sentinel""}}},""Sentiment"":-1}",Share U.S News,Mild-mannered Kasich makes presidential stop at MVCC - Rome Sentinel https://t.co/N1J4zolPTr,shareUSnews
721858119953948000,4/18/2016 0:29,"{""0"":{""Token"":{""All"":{""Lemma"":""all"",""CharacterOffsetBegin"":20,""PartOfSpeech"":""DT"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":23,""Sentiment"":""Neutral""},""RT"":{""Lemma"":""rt"",""CharacterOffsetBegin"":0,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":2,""Sentiment"":""Neutral""},""veterans"":{""Lemma"":""veteran"",""CharacterOffsetBegin"":39,""PartOfSpeech"":""NNS"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":47,""Sentiment"":""Positive""},""USA"":{""Lemma"":""USA"",""CharacterOffsetBegin"":124,""PartOfSpeech"":""NNP"",""NamedEntityTag"":""LOCATION"",""CharacterOffsetEnd"":127,""Sentiment"":""Neutral""},""will"":{""Lemma"":""will"",""CharacterOffsetBegin"":115,""PartOfSpeech"":""MD"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":119,""Sentiment"":""Neutral""},"","":{""Lemma"":"","",""CharacterOffsetBegin"":82,""PartOfSpeech"":"","",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":83,""Sentiment"":""Neutral""},""."":{""Lemma"":""."",""CharacterOffsetBegin"":135,""PartOfSpeech"":""."",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":136,""Sentiment"":""Neutral""},""Christians"":{""Lemma"":""christian"",""CharacterOffsetBegin"":24,""PartOfSpeech"":""NNS"",""NamedEntityTag"":""MISC"",""CharacterOffsetEnd"":34,""Sentiment"":""Neutral""},""vulgar"":{""Lemma"":""vulgar"",""CharacterOffsetBegin"":60,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":66,""Sentiment"":""Negative""},""pagan"":{""Lemma"":""pagan"",""CharacterOffsetBegin"":77,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":82,""Sentiment"":""Neutral""},""immoral"":{""Lemma"":""immoral"",""CharacterOffsetBegin"":68,""PartOfSpeech"":""JJ"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":75,""Sentiment"":""Neutral""},""and"":{""Lemma"":""and"",""CharacterOffsetBegin"":35,""PartOfSpeech"":""CC"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":38,""Sentiment"":""Neutral""},""@realDonaldTrump"":{""Lemma"":""@realdonaldtrump"",""CharacterOffsetBegin"":98,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":114,""Sentiment"":""Neutral""},"":"":{""Lemma"":"":"",""CharacterOffsetBegin"":18,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":19,""Sentiment"":""Neutral""},""owe"":{""Lemma"":""owe"",""CharacterOffsetBegin"":120,""PartOfSpeech"":""VB"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":123,""Sentiment"":""Neutral""},""@SlickWilly2012"":{""Lemma"":""@slickwilly2012"",""CharacterOffsetBegin"":3,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":18,""Sentiment"":""Neutral""},""support"":{""Lemma"":""support"",""CharacterOffsetBegin"":52,""PartOfSpeech"":""VBP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":59,""Sentiment"":""Neutral""},""draft-dodging"":{""Lemma"":""draft-dodging"",""CharacterOffsetBegin"":84,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":97,""Sentiment"":""Neutral""},""who"":{""Lemma"":""who"",""CharacterOffsetBegin"":48,""PartOfSpeech"":""WP"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":51,""Sentiment"":""Neutral""},""apology"":{""Lemma"":""apology"",""CharacterOffsetBegin"":128,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":135,""Sentiment"":""Neutral""}},""Dependency"":{""direct object"":{""dev"":""apology"",""gov"":""owe""},""auxiliary"":{""dev"":""will"",""gov"":""owe""},""root"":{""dev"":""owe"",""gov"":""""},""nominal subject"":{""dev"":""who"",""gov"":""support""},""determiner"":{""dev"":""All"",""gov"":""Christians""},""adjectival modifier"":{""dev"":""immoral"",""gov"":""@realDonaldTrump""},""relative clause modifier"":{""dev"":""support"",""gov"":""Christians""},""compound modifier"":{""dev"":""USA"",""gov"":""apology""},""dependent"":{""dev"":""draft-dodging"",""gov"":""@realDonaldTrump""},""conj_collapsed"":{""dev"":""veterans"",""gov"":""Christians""},""coordination"":{""dev"":""and"",""gov"":""Christians""}}},""1"":{""Token"":{""ht"":{""Lemma"":""ht"",""CharacterOffsetBegin"":137,""PartOfSpeech"":""NN"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":139,""Sentiment"":""Neutral""},""..."":{""Lemma"":""..."",""CharacterOffsetBegin"":139,""PartOfSpeech"":"":"",""NamedEntityTag"":""O"",""CharacterOffsetEnd"":140,""Sentiment"":""Neutral""}},""Dependency"":{""root"":{""dev"":""ht"",""gov"":""""}}},""Sentiment"":0}",Wear A Dress!,"RT @SlickWilly2012: All Christians and veterans who support vulgar, immoral, pagan, draft-dodging @realDonaldTrump will owe USA apology. ht…",SlickHillary
